Updated,Type,Module,Source,F/P,Data
2026-06-24 07:33:17,AFFILIATE_DOMAIN_WHOIS,sfp_whois,cloudflare.com,0,"   Domain Name: CLOUDFLARE.COM
   Registry Domain ID: 1542998887_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.cloudflare.com
   Registrar URL: http://www.cloudflare.com
   Updated Date: 2024-01-09T16:45:28Z
   Creation Date: 2009-02-17T22:07:54Z
   Registry Expiry Date: 2033-02-17T22:07:54Z
   Registrar: Cloudflare, Inc.
   Registrar IANA ID: 1910
   Registrar Abuse Contact Email: registrar-abuse@cloudflare.com
   Registrar Abuse Contact Phone: +1.6503198930
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: "
2026-06-24 07:33:16,DOMAIN_WHOIS,sfp_whois,example.com,0,"   Domain Name: EXAMPLE.COM
   Registry Domain ID: 2336799_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.iana.org
   Registrar URL: http://res-dom.iana.org
   Updated Date: 2026-01-16T18:26:50Z
   Creation Date: 1995-08-14T04:00:00Z
   Registry Expiry Date: 2026-08-13T04:00:00Z
   Registrar: RESERVED-Internet Assigned Numbers Authority
   Registrar IANA ID: 376
   Registrar Abuse Contact Email:
   Registrar Abuse Contact Phone:
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Name Server: ELLIOTT.NS.CLOUDFLARE.COM
   Name Server: HERA.NS.CLOUDFLARE.COM
   DNSSEC: signedDelegation
   DNSSEC DS Data: 2371 13 2 C988EC423E3880EB8DD8A46FE06CA230EE23F35B578D64E78B29C3E1C83D245A
   URL of the ICANN Whois Inaccuracy Complaint Form: https://www.icann.org/wicf/
>>> Last update of whois"
2026-06-24 07:33:16,IP_ADDRESS,sfp_dnsresolve,example.com,0,104.20.23.154
2026-06-24 07:33:17,AFFILIATE_IPADDR,sfp_dnsresolve,hera.ns.cloudflare.com,0,108.162.192.162
2026-06-24 07:33:17,AFFILIATE_IPADDR,sfp_dnsresolve,elliott.ns.cloudflare.com,0,108.162.195.228
2026-06-24 07:33:17,AFFILIATE_IPADDR,sfp_dnsresolve,elliott.ns.cloudflare.com,0,162.159.44.228
2026-06-24 07:33:17,AFFILIATE_IPADDR,sfp_dnsresolve,hera.ns.cloudflare.com,0,172.64.32.162
2026-06-24 07:33:17,AFFILIATE_IPADDR,sfp_dnsresolve,elliott.ns.cloudflare.com,0,172.64.35.228
2026-06-24 07:33:16,IP_ADDRESS,sfp_dnsresolve,example.com,0,172.66.147.243
2026-06-24 07:33:17,AFFILIATE_IPADDR,sfp_dnsresolve,hera.ns.cloudflare.com,0,173.245.58.162
